"PointID","x","y","z","Pressure","Velocity_x","Velocity_y","Velocity_z","Nu_Tilde","Pressure_Coefficient","Density","Laminar_Viscosity","Skin_Friction_Coefficient_x","Skin_Friction_Coefficient_y","Skin_Friction_Coefficient_z","Heat_Flux","Y_Plus","Eddy_Viscosity"
79014, -4.988738928379926e-002, -3.335973514859019e-003, 0.000000000000000e+000, 4.472274380076462e-001, 0.000000000000000e+000, 0.000000000000000e+000, 0.000000000000000e+000, 0.000000000000000e+000, 8.944548760152924e-001, 1.000000000000000e+000, 1.000000000000000e-005, 8.010659938889623e-004, -1.203870886138153e-002, -4.497331903456745e-005, -0.000000000000000e+000, 7.187281264148234e-001, 0.000000000000000e+000
79015, -4.988738928472067e-002, -3.335973499427580e-003, 6.896552212279448e-004, 4.471918936011733e-001, 0.000000000000000e+000, 0.000000000000000e+000, 0.000000000000000e+000, 0.000000000000000e+000, 8.943837872023467e-001, 1.000000000000000e+000, 1.000000000000000e-005, 8.007017327399760e-004, -1.203323465443192e-002, 1.098539375028840e-004, -0.000000000000000e+000, 7.185771081328883e-001, 0.000000000000000e+000
79016, -4.995741614330688e-002, -2.002484557507934e-003, 0.000000000000000e+000, 4.570758398638123e-001, 0.000000000000000e+000, 0.000000000000000e+000, 0.000000000000000e+000, 0.000000000000000e+000, 9.141516797276247e-001, 1.000000000000000e+000, 1.000000000000000e-005, 3.859579969112762e-004, -9.647485971555745e-003, -3.598363564465623e-005, -0.000000000000000e+000, 6.427001903478899e-001, 0.000000000000000e+000
79017, -4.995741614367687e-002, -2.002484548208098e-003, 6.896552212279449e-004, 4.570353095288268e-001, 0.000000000000000e+000, 0.000000000000000e+000, 0.000000000000000e+000, 0.000000000000000e+000, 9.140706190576535e-001, 1.000000000000000e+000, 1.000000000000000e-005, 3.857676291205039e-004, -9.642727519691334e-003, 1.074205142449551e-004, -0.000000000000000e+000, 6.425593415551163e-001, 0.000000000000000e+000
79018, -4.999413789277926e-002, -6.676631936014876e-004, 0.000000000000000e+000, 4.643928221541515e-001, 0.000000000000000e+000, 0.000000000000000e+000, 0.000000000000000e+000, 0.000000000000000e+000, 9.287856443083030e-001, 1.000000000000000e+000, 1.000000000000000e-005, 1.021039445178114e-004, -7.424281849356828e-003, -2.708508661617356e-005, -0.000000000000000e+000, 5.634969590562304e-001, 0.000000000000000e+000
79019, -4.999413789284291e-002, -6.676631904003125e-004, 6.896552212279449e-004, 4.643473998768379e-001, 0.000000000000000e+000, 0.000000000000000e+000, 0.000000000000000e+000, 0.000000000000000e+000, 9.286947997536757e-001, 1.000000000000000e+000, 1.000000000000000e-005, 1.020479529989245e-004, -7.420210556572899e-003, 1.054762701417625e-004, -0.000000000000000e+000, 5.633690093213448e-001, 0.000000000000000e+000
79020, -4.999413789277885e-002, 6.676631936221283e-004, 0.000000000000000e+000, 4.692272124792068e-001, 0.000000000000000e+000, 0.000000000000000e+000, 0.000000000000000e+000, 0.000000000000000e+000, 9.384544249584136e-001, 1.000000000000000e+000, 1.000000000000000e-005, -7.033460569751761e-005, -5.114238621480251e-003, -1.793516390264670e-005, -0.000000000000000e+000, 4.676882796595282e-001, 0.000000000000000e+000
79021, -4.999413789284250e-002, 6.676631904209524e-004, 6.896552212279449e-004, 4.691761163209093e-001, 0.000000000000000e+000, 0.000000000000000e+000, 0.000000000000000e+000, 0.000000000000000e+000, 9.383522326418187e-001, 1.000000000000000e+000, 1.000000000000000e-005, -7.029015840507888e-005, -5.111006737910932e-003, 1.032896658911722e-004, -0.000000000000000e+000, 4.675867650687499e-001, 0.000000000000000e+000
79022, -4.995741614330600e-002, 2.002484557530220e-003, 0.000000000000000e+000, 4.712886391750556e-001, 0.000000000000000e+000, 0.000000000000000e+000, 0.000000000000000e+000, 0.000000000000000e+000, 9.425772783501112e-001, 1.000000000000000e+000, 1.000000000000000e-005, -1.108091134096301e-004, -2.769807532656687e-003, -8.678252638826916e-006, -0.000000000000000e+000, 3.443726040491394e-001, 0.000000000000000e+000
79023, -4.995741614367598e-002, 2.002484548230381e-003, 6.896552212279449e-004, 4.712318262695929e-001, 0.000000000000000e+000, 0.000000000000000e+000, 0.000000000000000e+000, 0.000000000000000e+000, 9.424636525391858e-001, 1.000000000000000e+000, 1.000000000000000e-005, -1.107174049169906e-004, -2.767515174144797e-003, 1.008367944463247e-004, -0.000000000000000e+000, 3.443432336804151e-001, 0.000000000000000e+000
